Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
1243,45,1,4.27,2,Smart TV,Romance,Asia,On-Time,Standard,No,3,59,3613,Yes,3
1244,32,7,0.99,4,Tablet,Comedy,Europe,Delayed,Standard,Yes,1,47,6006,No,4
1245,48,8,0.34,1,Tablet,Drama,South America,Delayed,Premium,No,3,18,2125,Yes,1
1246,57,2,4.02,3,Mobile,Comedy,South America,On-Time,Basic,No,3,60,8319,No,2
1247,57,7,0.12,3,Mobile,Comedy,Asia,Delayed,Basic,No,3,44,6542,No,2
1248,8,1,2.18,8,Mobile,Sci-fi,Africa,Delayed,Premium,No,8,51,2000,Yes,3
1249,11,7,2.38,6,Laptop,Action,Asia,On-Time,Basic,No,5,46,3492,No,4
1250,44,4,3.25,3,Tablet,Comedy,South America,Delayed,Standard,No,3,38,1573,Yes,2
1251,43,8,0.3,2,Tablet,Romance,South America,On-Time,Basic,No,2,24,1363,No,4
1252,60,4,4.74,9,Laptop,Drama,South America,On-Time,Standard,Yes,10,44,4347,Yes,2
1253,35,7,0.51,6,Smart TV,Sci-fi,North America,Delayed,Basic,Yes,6,39,6022,No,5
1254,3,7,3.13,6,Laptop,Sci-fi,Oceania,On-Time,Standard,Yes,5,38,1894,Yes,5
1255,29,8,5.68,7,Mobile,Sci-fi,North America,On-Time,Premium,Yes,4,54,6794,Yes,2
1256,13,2,0.63,9,Smart TV,Action,Europe,Delayed,Standard,No,4,42,2961,No,2
1257,5,1,3.66,6,Mobile,Comedy,Asia,On-Time,Standard,Yes,1,37,9961,Yes,5
1258,33,6,1.45,6,Laptop,Drama,Asia,On-Time,Premium,Yes,0,48,7543,Yes,4
1259,33,9,3.18,1,Smart TV,Comedy,North America,On-Time,Basic,No,2,36,7297,No,2
1260,36,3,0.55,4,Laptop,Comedy,North America,On-Time,Premium,Yes,0,38,8484,No,3
1261,36,10,5,9,Laptop,Action,North America,On-Time,Basic,Yes,10,29,1980,No,4
1262,47,7,1.24,3,Laptop,Romance,South America,On-Time,Basic,No,10,29,2316,Yes,4
1263,43,5,3.43,8,Laptop,Drama,Asia,Delayed,Standard,Yes,9,69,9358,Yes,1
1264,52,3,4.27,2,Tablet,Drama,Asia,On-Time,Standard,Yes,8,22,6013,No,5
1265,59,2,0.8,8,Tablet,Romance,Europe,Delayed,Standard,No,7,19,8433,Yes,3
1266,4,7,3.74,5,Laptop,Romance,South America,On-Time,Basic,No,3,70,4107,No,4
1267,42,5,5.18,7,Laptop,Romance,Oceania,Delayed,Basic,No,3,28,6662,No,4
1268,11,5,4.19,8,Mobile,Sci-fi,Europe,Delayed,Premium,No,0,46,6754,Yes,3
1269,42,10,3.8,5,Smart TV,Comedy,Oceania,On-Time,Standard,No,8,43,3105,No,4
1270,36,3,5.93,9,Mobile,Action,Asia,Delayed,Basic,No,3,25,3627,No,2
1271,54,8,0.56,7,Laptop,Comedy,Europe,Delayed,Standard,Yes,0,55,6530,Yes,1
1272,12,5,5.76,9,Mobile,Action,South America,Delayed,Standard,Yes,9,55,8395,No,4
1273,18,5,0.01,3,Smart TV,Romance,North America,On-Time,Standard,Yes,4,60,9141,Yes,2
1274,15,2,2.79,2,Mobile,Comedy,Asia,On-Time,Premium,Yes,2,21,5548,Yes,5
1275,33,3,5.22,5,Smart TV,Comedy,Africa,On-Time,Basic,Yes,6,56,9704,No,4
1276,38,2,2.03,4,Smart TV,Action,North America,On-Time,Basic,No,1,69,9137,No,2
1277,20,1,2.6,5,Laptop,Sci-fi,South America,Delayed,Premium,Yes,5,57,1304,Yes,4
1278,60,3,4.56,5,Mobile,Drama,Asia,On-Time,Standard,Yes,2,24,8717,Yes,1
1279,57,6,2.14,7,Mobile,Action,Oceania,On-Time,Standard,Yes,1,43,9980,Yes,4
1280,35,1,2.18,5,Mobile,Comedy,North America,Delayed,Standard,Yes,2,57,1548,No,2
1281,3,6,4.13,9,Laptop,Romance,South America,Delayed,Standard,Yes,7,27,8978,Yes,5
1282,58,7,4.09,7,Tablet,Action,Asia,Delayed,Standard,No,8,61,9810,Yes,1
1283,16,5,1.95,10,Laptop,Action,Oceania,Delayed,Basic,Yes,10,32,4073,Yes,2
1284,25,5,3.65,9,Mobile,Drama,Africa,Delayed,Basic,No,3,31,9493,Yes,5
1285,42,9,3.65,9,Laptop,Comedy,Europe,Delayed,Basic,No,6,62,7862,Yes,5
1286,15,1,0.64,7,Laptop,Comedy,Asia,Delayed,Premium,No,2,21,8515,No,2
1287,41,4,5.66,5,Mobile,Romance,South America,Delayed,Basic,Yes,7,42,1549,No,5
1288,51,8,1.61,2,Tablet,Comedy,Africa,Delayed,Standard,Yes,8,51,7368,Yes,5
1289,52,9,0.65,3,Tablet,Comedy,Africa,On-Time,Standard,No,1,68,3849,Yes,5
1290,16,7,4.69,6,Smart TV,Romance,North America,Delayed,Premium,Yes,5,25,9195,Yes,5
1291,17,5,5.56,5,Smart TV,Action,Europe,On-Time,Basic,Yes,6,37,9492,Yes,4
1292,50,7,2.81,3,Laptop,Romance,South America,On-Time,Premium,No,2,60,8685,Yes,4
1293,20,5,3.24,5,Smart TV,Drama,Europe,Delayed,Premium,Yes,5,66,6428,No,1
1294,11,6,1.38,5,Mobile,Romance,Europe,On-Time,Premium,No,9,42,1196,No,3
1295,46,7,0.65,4,Smart TV,Romance,North America,On-Time,Premium,Yes,6,28,3505,Yes,4
1296,51,4,3.23,10,Tablet,Romance,Oceania,On-Time,Standard,No,9,53,6598,No,4
1297,24,8,1.58,3,Laptop,Comedy,Africa,Delayed,Standard,No,8,57,3755,No,1
1298,27,4,1.93,5,Mobile,Comedy,Asia,Delayed,Standard,Yes,2,46,9538,Yes,4
1299,11,2,0.12,8,Smart TV,Comedy,North America,On-Time,Basic,Yes,9,25,7325,Yes,3
1300,19,5,2.91,10,Tablet,Romance,North America,Delayed,Standard,Yes,7,30,6382,Yes,4
1301,35,5,4.09,6,Tablet,Drama,Oceania,On-Time,Basic,Yes,10,22,7619,Yes,3
1302,32,7,0.04,3,Laptop,Romance,Oceania,Delayed,Standard,No,4,19,6645,No,2
1303,19,3,1.22,2,Laptop,Romance,Oceania,On-Time,Basic,No,4,33,2691,Yes,3
1304,3,3,1.3,1,Laptop,Comedy,Asia,Delayed,Standard,No,1,36,3875,Yes,1
1305,32,4,2.97,2,Tablet,Romance,Asia,Delayed,Basic,No,1,64,8054,Yes,2
1306,40,10,5.98,5,Mobile,Sci-fi,Asia,On-Time,Standard,No,2,39,4570,No,1
1307,53,8,4.15,8,Mobile,Comedy,North America,Delayed,Standard,No,2,45,5293,No,4
1308,55,2,4.9,6,Mobile,Comedy,Africa,Delayed,Basic,No,2,20,5148,No,1
1309,43,6,4.94,10,Mobile,Comedy,Europe,On-Time,Standard,Yes,9,25,9633,No,3
1310,29,1,4.19,7,Tablet,Comedy,Africa,Delayed,Premium,Yes,4,49,1924,Yes,2
1311,60,8,4.89,7,Laptop,Romance,Oceania,Delayed,Premium,No,0,41,3838,Yes,5
1312,31,10,5.44,4,Smart TV,Drama,South America,On-Time,Premium,No,9,45,1023,Yes,4
1313,21,7,0.38,7,Laptop,Drama,South America,Delayed,Premium,No,9,23,8896,Yes,3
1314,43,4,1.6,6,Tablet,Romance,Oceania,Delayed,Basic,Yes,6,44,5876,No,2
1315,36,8,4.83,3,Mobile,Sci-fi,Africa,On-Time,Basic,Yes,3,43,5055,No,4
1316,59,9,1.6,4,Tablet,Sci-fi,Europe,Delayed,Basic,No,3,70,7807,No,2
1317,53,4,0.44,3,Mobile,Sci-fi,Asia,On-Time,Standard,No,10,52,8499,No,2
1318,15,9,0.54,7,Smart TV,Drama,Oceania,On-Time,Standard,Yes,2,51,1600,No,2
1319,55,4,5.88,6,Laptop,Action,North America,Delayed,Basic,Yes,6,52,3637,Yes,3
1320,4,7,0.29,3,Mobile,Comedy,North America,On-Time,Basic,Yes,1,24,4597,Yes,3
1321,16,3,1.98,8,Laptop,Drama,Oceania,Delayed,Standard,No,8,36,9862,No,1
1322,3,3,1.59,3,Tablet,Comedy,Europe,Delayed,Premium,No,5,26,9131,No,5
1323,4,2,2.26,5,Laptop,Drama,North America,Delayed,Basic,No,4,35,2504,Yes,2
1324,11,3,0.5,2,Tablet,Romance,Africa,Delayed,Basic,No,4,44,4987,Yes,4
1325,33,7,3.86,3,Smart TV,Drama,Europe,On-Time,Premium,Yes,2,40,8788,No,5
1326,5,7,4.08,3,Tablet,Romance,North America,On-Time,Premium,Yes,8,48,5274,No,3
1327,8,2,3.88,1,Tablet,Romance,Africa,On-Time,Basic,No,2,63,4250,No,4
1328,3,3,4.34,1,Mobile,Romance,Africa,Delayed,Premium,Yes,8,30,9192,Yes,5
1329,11,2,5.1,3,Smart TV,Comedy,Africa,On-Time,Premium,Yes,6,67,8844,Yes,3
1330,34,9,4.78,5,Tablet,Sci-fi,Africa,On-Time,Standard,Yes,3,44,2088,Yes,2
1331,21,10,1.04,4,Mobile,Comedy,Oceania,On-Time,Premium,Yes,4,56,2038,Yes,2
1332,6,5,3.04,6,Smart TV,Drama,Oceania,On-Time,Premium,No,10,58,3585,No,4
1333,33,6,1.57,10,Smart TV,Romance,Europe,Delayed,Standard,No,4,45,1457,No,4
1334,27,4,5.67,7,Smart TV,Action,Africa,Delayed,Premium,No,6,56,2191,No,5
1335,32,8,4.58,1,Mobile,Sci-fi,Oceania,On-Time,Premium,Yes,5,45,4935,Yes,3
1336,5,3,1.99,4,Laptop,Drama,North America,On-Time,Premium,No,0,24,9286,Yes,3
1337,44,9,3.82,10,Smart TV,Romance,Europe,On-Time,Standard,No,4,19,5426,Yes,5
1338,34,4,5.61,9,Mobile,Sci-fi,Europe,Delayed,Standard,Yes,1,63,2123,Yes,1
1339,47,4,0.34,3,Laptop,Drama,Oceania,On-Time,Premium,Yes,3,35,3088,No,5
1340,10,6,1.85,10,Laptop,Comedy,Europe,On-Time,Standard,Yes,7,39,9047,No,5
1341,41,10,1.38,5,Laptop,Comedy,Europe,On-Time,Standard,No,7,23,6482,No,4
1342,51,8,4.99,10,Mobile,Romance,Asia,On-Time,Standard,Yes,1,33,1053,Yes,3
1343,59,1,0.17,10,Tablet,Romance,Oceania,On-Time,Basic,Yes,7,24,1453,Yes,2
1344,12,4,5.92,7,Laptop,Comedy,Asia,Delayed,Basic,Yes,4,60,1933,Yes,4
1345,25,2,5.3,8,Mobile,Action,North America,Delayed,Standard,No,0,28,5991,Yes,5
1346,7,1,4.36,3,Mobile,Romance,North America,On-Time,Standard,Yes,8,39,8120,No,1
1347,23,9,2.85,5,Smart TV,Drama,Oceania,Delayed,Standard,Yes,4,59,3008,No,1
1348,14,7,5.05,1,Mobile,Romance,Oceania,On-Time,Standard,Yes,8,69,2160,No,5
1349,29,2,5.28,5,Mobile,Drama,Europe,Delayed,Basic,Yes,6,61,1790,Yes,4
1350,55,8,2.9,7,Tablet,Comedy,South America,Delayed,Standard,No,5,51,4102,No,4
1351,16,2,0.18,9,Laptop,Drama,Africa,On-Time,Standard,No,4,41,5072,No,1
1352,52,8,5.21,5,Mobile,Action,Europe,On-Time,Standard,Yes,9,25,4072,No,1
1353,32,4,0.46,6,Tablet,Romance,South America,On-Time,Premium,No,3,46,6491,No,5
1354,43,1,1.87,6,Smart TV,Comedy,Oceania,On-Time,Standard,No,9,68,8739,Yes,5
1355,60,7,1.9,2,Tablet,Drama,South America,Delayed,Basic,No,4,67,5685,No,4
1356,9,5,2.21,2,Mobile,Drama,Africa,On-Time,Premium,Yes,2,25,6079,No,2
1357,24,3,0.58,2,Laptop,Romance,South America,On-Time,Premium,Yes,1,36,5145,Yes,2
1358,51,4,4.89,1,Laptop,Comedy,Africa,On-Time,Basic,No,9,35,6969,No,1
1359,20,4,4.25,5,Smart TV,Drama,Asia,Delayed,Standard,Yes,2,60,2014,Yes,5
1360,11,2,3.61,7,Smart TV,Action,Europe,Delayed,Basic,Yes,9,59,1572,No,3
1361,56,3,0.79,8,Tablet,Action,South America,On-Time,Basic,No,3,42,1103,No,5
1362,20,9,0.56,2,Smart TV,Action,North America,On-Time,Premium,Yes,9,46,2885,No,5
1363,12,8,5.02,9,Smart TV,Comedy,Asia,On-Time,Standard,Yes,2,28,8519,No,1
1364,9,10,3.8,9,Laptop,Comedy,Europe,On-Time,Premium,Yes,4,33,1651,No,3
1365,22,4,0.66,5,Tablet,Action,Africa,On-Time,Standard,No,3,48,2586,No,3
1366,34,9,5.63,5,Mobile,Comedy,Europe,Delayed,Premium,Yes,1,60,2227,Yes,5
1367,38,8,5.93,6,Laptop,Action,Africa,On-Time,Standard,No,10,28,4740,Yes,1
1368,12,9,1.59,4,Mobile,Romance,Europe,On-Time,Standard,Yes,3,47,7550,Yes,2
1369,51,3,3.77,3,Mobile,Drama,Asia,On-Time,Premium,Yes,7,29,8033,No,2
1370,27,10,5.54,7,Smart TV,Comedy,South America,On-Time,Standard,No,2,48,6617,Yes,2
1371,22,2,2.06,9,Laptop,Romance,Africa,On-Time,Basic,No,1,27,1588,No,3
1372,22,4,1.52,2,Laptop,Sci-fi,South America,On-Time,Basic,No,7,28,8701,No,2
1373,35,1,0.72,3,Tablet,Drama,North America,Delayed,Standard,No,2,28,2371,No,2
1374,19,5,1.75,4,Tablet,Sci-fi,Africa,On-Time,Basic,No,8,58,1623,Yes,4
1375,31,8,4.67,6,Mobile,Comedy,Europe,Delayed,Premium,Yes,5,58,7392,No,2
1376,8,9,3.56,2,Smart TV,Romance,Oceania,On-Time,Standard,No,3,25,4317,No,2
1377,36,5,5.15,5,Smart TV,Drama,Africa,On-Time,Basic,No,10,68,9211,Yes,1
1378,32,7,2.95,3,Tablet,Sci-fi,South America,On-Time,Basic,No,3,47,2861,Yes,1
1379,27,9,4.15,3,Laptop,Comedy,North America,Delayed,Standard,No,1,31,9844,No,3
1380,17,5,4.05,9,Smart TV,Action,Asia,On-Time,Premium,No,6,46,1635,No,5
1381,35,6,5.95,2,Tablet,Comedy,South America,Delayed,Standard,Yes,3,35,9432,No,4
1382,36,4,0.83,6,Tablet,Sci-fi,Africa,On-Time,Basic,Yes,1,69,9199,No,3
1383,29,9,2.55,2,Smart TV,Action,Oceania,Delayed,Standard,No,10,28,3091,Yes,1
1384,48,8,2.65,4,Tablet,Romance,North America,On-Time,Standard,No,3,52,5397,No,1
1385,42,9,4.91,4,Smart TV,Romance,Europe,On-Time,Standard,Yes,0,21,4690,Yes,2
1386,1,1,1.61,8,Laptop,Drama,Africa,On-Time,Basic,No,10,19,5204,No,3
1387,11,10,2.93,7,Mobile,Romance,Asia,Delayed,Standard,No,0,33,1067,Yes,2
1388,34,1,5.01,8,Smart TV,Romance,Oceania,On-Time,Basic,Yes,3,65,5489,No,3
1389,53,4,2.95,10,Tablet,Comedy,Europe,On-Time,Standard,No,9,67,8986,Yes,2
1390,38,3,4.82,3,Tablet,Drama,Europe,On-Time,Premium,Yes,7,63,1422,Yes,2
1391,46,9,0.61,10,Laptop,Action,Europe,Delayed,Basic,No,6,60,4869,No,3
1392,9,7,2.71,1,Mobile,Romance,Oceania,On-Time,Premium,No,5,39,9144,Yes,3
1393,17,2,0.51,2,Laptop,Comedy,Asia,On-Time,Premium,No,3,24,3636,Yes,3
1394,34,3,1.56,7,Mobile,Sci-fi,Europe,Delayed,Premium,Yes,8,47,6355,Yes,2
1395,32,9,1.59,2,Mobile,Action,Africa,On-Time,Premium,No,3,49,9182,No,1
1396,56,2,5.07,9,Mobile,Sci-fi,Oceania,Delayed,Standard,No,9,41,3161,No,5
1397,33,5,4.65,9,Mobile,Action,South America,Delayed,Premium,No,10,46,6942,No,5
1398,35,8,3.74,4,Tablet,Action,Africa,On-Time,Basic,Yes,6,56,1986,No,1
1399,46,8,4.87,10,Tablet,Romance,South America,Delayed,Standard,No,0,52,8719,Yes,4
1400,40,10,5.93,9,Tablet,Drama,South America,On-Time,Premium,Yes,1,64,7174,Yes,2
1401,52,5,1.95,7,Laptop,Sci-fi,Asia,On-Time,Standard,No,4,24,1899,No,3
1402,48,4,0.55,6,Mobile,Comedy,Asia,Delayed,Premium,Yes,2,65,5152,No,1
1403,6,8,4.81,5,Tablet,Comedy,Africa,Delayed,Premium,Yes,2,55,4953,No,5
1404,6,7,5.6,4,Tablet,Drama,Africa,On-Time,Premium,Yes,6,18,9910,No,3
1405,55,4,0.93,4,Tablet,Drama,Europe,Delayed,Premium,Yes,6,44,4810,No,2
1406,16,10,3.02,5,Laptop,Comedy,North America,Delayed,Standard,No,7,51,9293,No,3
1407,1,3,5.57,10,Smart TV,Romance,South America,Delayed,Premium,No,8,44,8162,Yes,3
1408,34,5,5.4,5,Laptop,Sci-fi,Oceania,Delayed,Standard,No,3,41,8616,No,4
1409,27,10,0.38,10,Tablet,Drama,North America,On-Time,Standard,No,7,44,9334,No,3
1410,18,6,3.45,9,Smart TV,Romance,Oceania,On-Time,Standard,No,8,31,3906,No,4
1411,50,6,1.17,7,Smart TV,Sci-fi,Asia,Delayed,Basic,No,6,44,1991,No,4
1412,53,5,2.9,7,Laptop,Sci-fi,Oceania,Delayed,Premium,No,0,40,5447,Yes,5
1413,12,9,4.16,4,Mobile,Sci-fi,Europe,Delayed,Basic,No,2,33,1449,Yes,5
1414,35,7,5.34,7,Mobile,Drama,Oceania,On-Time,Premium,No,4,44,7560,Yes,2
1415,15,6,1.41,1,Smart TV,Sci-fi,North America,On-Time,Basic,Yes,10,34,1450,No,3
1416,4,5,1.55,4,Mobile,Sci-fi,Asia,On-Time,Basic,No,5,23,7860,No,1
1417,32,10,4.16,1,Tablet,Drama,South America,Delayed,Basic,Yes,2,21,2673,Yes,3
1418,45,1,1.88,8,Smart TV,Sci-fi,Asia,Delayed,Premium,Yes,4,35,3135,Yes,2
1419,23,10,1.44,9,Mobile,Sci-fi,Oceania,Delayed,Basic,Yes,4,63,2803,Yes,3
1420,50,9,3.36,5,Smart TV,Sci-fi,South America,On-Time,Standard,Yes,3,62,9591,No,1
1421,56,5,4.84,8,Tablet,Action,South America,On-Time,Standard,No,8,24,5600,No,4
1422,15,6,4.27,7,Tablet,Comedy,Europe,Delayed,Standard,No,6,67,1194,Yes,3
1423,49,1,2.34,8,Smart TV,Drama,Oceania,On-Time,Premium,No,3,37,5892,Yes,4
1424,38,1,0.28,5,Mobile,Sci-fi,Oceania,On-Time,Premium,Yes,4,69,1745,No,3
1425,59,1,4,6,Smart TV,Action,Africa,On-Time,Premium,No,2,38,9489,Yes,5
1426,51,9,4.89,4,Laptop,Comedy,North America,Delayed,Premium,No,9,31,8789,Yes,4
1427,57,5,2.57,4,Laptop,Romance,North America,On-Time,Standard,Yes,7,49,9385,Yes,2
1428,60,9,1.09,1,Laptop,Drama,Asia,On-Time,Basic,No,1,36,6495,No,5
1429,27,6,0.3,9,Tablet,Drama,North America,Delayed,Premium,No,1,47,3554,Yes,5
1430,35,1,3.35,8,Laptop,Drama,Oceania,Delayed,Basic,Yes,2,55,9260,No,3
1431,57,1,2.16,9,Mobile,Action,Asia,Delayed,Standard,Yes,8,69,3203,Yes,4
1432,9,6,1.04,9,Mobile,Action,Asia,Delayed,Premium,No,10,53,6299,No,1
1433,26,7,0.07,7,Tablet,Romance,Oceania,Delayed,Standard,No,3,31,5704,Yes,2
1434,31,6,4.45,9,Mobile,Romance,Africa,On-Time,Basic,Yes,6,59,8082,Yes,5
1435,45,9,5.16,4,Mobile,Romance,South America,On-Time,Basic,No,8,38,4581,No,1
1436,6,3,0.48,2,Tablet,Sci-fi,Asia,Delayed,Standard,Yes,1,24,7933,No,1
1437,26,7,0.62,8,Mobile,Action,South America,On-Time,Standard,Yes,5,60,1089,Yes,2
1438,53,6,3.52,5,Mobile,Drama,North America,Delayed,Standard,Yes,10,21,1924,No,3
1439,45,1,4.81,8,Tablet,Romance,Europe,Delayed,Basic,No,8,21,6103,No,5
1440,30,2,4.67,2,Mobile,Drama,Africa,On-Time,Premium,No,4,39,1424,No,4
1441,41,8,1.16,9,Laptop,Drama,Asia,On-Time,Basic,Yes,1,60,7494,No,4
1442,56,10,4.47,1,Mobile,Comedy,Africa,On-Time,Basic,Yes,3,55,1395,No,1
1443,46,2,5.34,2,Mobile,Sci-fi,South America,On-Time,Basic,Yes,7,39,2606,Yes,2
1444,18,3,0.1,5,Tablet,Comedy,Europe,Delayed,Basic,No,8,37,8732,Yes,5
1445,47,5,3.61,8,Smart TV,Drama,Oceania,Delayed,Premium,Yes,0,59,9979,No,5
1446,40,10,2.81,4,Mobile,Sci-fi,North America,Delayed,Basic,No,0,26,4429,No,2
1447,46,2,2.25,8,Tablet,Sci-fi,North America,Delayed,Standard,Yes,9,28,7328,Yes,1
1448,17,5,5.07,6,Tablet,Action,North America,Delayed,Basic,No,10,47,2287,Yes,1
1449,52,5,1.74,4,Smart TV,Sci-fi,Africa,On-Time,Basic,Yes,4,33,8913,Yes,5
1450,18,9,0.22,1,Tablet,Sci-fi,Asia,Delayed,Premium,No,0,51,1686,Yes,5
1451,23,1,4.15,3,Mobile,Drama,Africa,Delayed,Standard,No,5,52,6009,No,5
1452,9,9,2.77,8,Mobile,Drama,Oceania,Delayed,Basic,No,2,51,9928,Yes,2
1453,26,9,1.53,6,Smart TV,Romance,Africa,Delayed,Premium,No,7,37,1111,No,2
1454,42,9,5.61,2,Smart TV,Sci-fi,South America,On-Time,Basic,Yes,7,29,7683,No,1
1455,30,5,1.93,9,Laptop,Sci-fi,South America,On-Time,Premium,Yes,1,59,2421,Yes,1
1456,36,9,0.06,7,Laptop,Drama,Europe,Delayed,Basic,No,0,29,3390,Yes,3
1457,4,1,5.71,6,Mobile,Sci-fi,North America,Delayed,Basic,No,6,29,1784,Yes,5
1458,33,5,0.36,7,Mobile,Drama,South America,Delayed,Basic,No,5,53,3097,No,2
1459,60,1,5.72,4,Smart TV,Romance,Oceania,On-Time,Premium,No,1,20,5174,Yes,1
1460,27,5,5.5,4,Tablet,Sci-fi,Asia,On-Time,Premium,No,0,43,2234,Yes,5
1461,20,7,2.73,2,Mobile,Drama,Africa,On-Time,Basic,Yes,10,47,2749,Yes,1
1462,13,7,3.1,6,Laptop,Comedy,Oceania,Delayed,Standard,No,3,41,8451,Yes,3
1463,19,8,4.89,6,Smart TV,Action,Oceania,On-Time,Premium,Yes,4,61,9555,No,1
1464,32,2,5.74,6,Mobile,Drama,Africa,Delayed,Standard,No,1,20,5727,Yes,3
1465,20,6,5.89,3,Tablet,Comedy,Africa,Delayed,Standard,Yes,0,39,1540,No,2
1466,57,6,5.88,6,Tablet,Romance,South America,Delayed,Premium,No,4,52,2222,No,5
1467,19,10,0.39,1,Smart TV,Sci-fi,South America,On-Time,Standard,No,2,54,4113,No,1
1468,36,3,0.33,7,Mobile,Comedy,Oceania,On-Time,Premium,No,2,26,7404,Yes,5
1469,41,4,4.49,8,Smart TV,Action,Asia,On-Time,Premium,No,6,37,6392,Yes,4
1470,11,10,1.24,6,Mobile,Drama,North America,Delayed,Standard,No,9,33,8598,No,3
1471,2,3,5.33,8,Mobile,Drama,North America,On-Time,Premium,No,4,18,3296,No,1
1472,16,5,4.07,1,Tablet,Comedy,South America,Delayed,Standard,Yes,5,65,3305,Yes,1
1473,20,4,5.67,1,Tablet,Drama,Africa,On-Time,Premium,Yes,8,41,3323,Yes,5
1474,31,5,2.26,1,Tablet,Sci-fi,Europe,Delayed,Standard,No,4,23,6512,No,3
1475,45,3,0.06,5,Smart TV,Drama,Europe,On-Time,Basic,Yes,8,21,8735,No,5
1476,1,6,5.84,7,Mobile,Comedy,North America,On-Time,Premium,No,3,24,2006,Yes,1
1477,19,7,3.41,2,Tablet,Action,Asia,Delayed,Premium,No,4,47,7842,Yes,2
1478,27,2,0.21,3,Mobile,Sci-fi,Asia,On-Time,Basic,No,3,48,7966,No,3
1479,8,8,5.53,9,Smart TV,Sci-fi,Oceania,Delayed,Basic,Yes,5,37,6363,No,3
1480,44,7,5.36,10,Mobile,Romance,Europe,On-Time,Premium,Yes,2,20,6466,Yes,5
1481,42,3,0.81,10,Laptop,Sci-fi,Oceania,On-Time,Premium,No,8,48,1165,No,2
1482,25,10,2.36,7,Laptop,Action,Europe,Delayed,Premium,Yes,3,24,3443,Yes,1
1483,55,5,4.12,3,Smart TV,Comedy,South America,Delayed,Standard,Yes,9,69,4324,Yes,1
1484,57,2,3.85,5,Smart TV,Comedy,Oceania,Delayed,Premium,Yes,6,40,8987,No,1
1485,6,6,2.82,1,Smart TV,Romance,South America,On-Time,Standard,No,6,26,2049,Yes,1
1486,52,1,2.21,4,Tablet,Sci-fi,Africa,Delayed,Basic,Yes,5,64,1774,Yes,5
1487,52,9,4.7,5,Tablet,Romance,Asia,On-Time,Premium,No,8,69,2706,Yes,3
1488,34,5,3.35,2,Tablet,Sci-fi,Europe,Delayed,Basic,No,2,55,3994,Yes,4
1489,54,3,4.91,3,Tablet,Romance,Oceania,On-Time,Standard,Yes,1,50,9227,No,4
1490,47,9,5.48,8,Laptop,Romance,Europe,Delayed,Basic,No,8,32,8133,No,3
1491,4,1,0.85,4,Tablet,Action,Oceania,On-Time,Standard,Yes,1,42,7827,No,3
1492,22,4,0.62,6,Mobile,Action,Asia,On-Time,Premium,Yes,6,66,2821,No,2
1493,60,7,5.59,5,Smart TV,Comedy,North America,On-Time,Standard,No,1,44,5841,No,3
1494,40,1,5.32,7,Laptop,Romance,North America,Delayed,Premium,Yes,8,56,2404,No,1
1495,19,2,3.31,10,Smart TV,Sci-fi,North America,Delayed,Premium,Yes,10,69,2073,No,4
1496,3,9,4.22,6,Laptop,Sci-fi,North America,Delayed,Basic,Yes,3,55,5236,Yes,4
1497,54,5,1.53,4,Smart TV,Romance,Africa,Delayed,Premium,Yes,1,64,7707,Yes,4
1498,48,6,5.46,8,Laptop,Comedy,Asia,On-Time,Standard,Yes,3,31,9917,Yes,4
1499,54,6,4.51,6,Tablet,Romance,Oceania,On-Time,Standard,Yes,5,58,6244,Yes,1
1500,43,3,3,4,Tablet,Comedy,Africa,On-Time,Standard,No,10,38,4519,No,3
1501,55,4,0.07,9,Tablet,Comedy,Oceania,Delayed,Basic,Yes,7,68,9396,Yes,5
1502,19,7,5.15,3,Laptop,Romance,Africa,On-Time,Basic,No,10,50,8518,No,4
1503,43,5,0.5,10,Tablet,Drama,Europe,On-Time,Standard,Yes,9,27,3836,Yes,5
1504,3,4,2.84,8,Mobile,Drama,Africa,Delayed,Standard,Yes,5,53,6032,Yes,2
1505,55,10,2.97,5,Laptop,Romance,Asia,On-Time,Standard,No,4,19,3494,Yes,4
1506,13,10,1.08,9,Smart TV,Sci-fi,North America,Delayed,Basic,Yes,1,39,9196,No,5
1507,19,8,5.46,10,Mobile,Drama,South America,On-Time,Premium,Yes,3,25,7509,Yes,2
1508,28,5,3.69,8,Tablet,Comedy,North America,On-Time,Premium,No,6,58,6788,No,2
1509,24,2,1.92,1,Mobile,Romance,Europe,Delayed,Standard,Yes,9,62,3186,Yes,5
1510,33,1,4.45,6,Tablet,Sci-fi,Africa,Delayed,Basic,No,3,58,2350,Yes,2
1511,3,3,1.72,10,Tablet,Drama,South America,Delayed,Standard,Yes,1,64,6062,Yes,3
1512,39,4,2.92,9,Tablet,Drama,South America,On-Time,Premium,Yes,0,20,9905,Yes,2
1513,48,4,1.09,1,Mobile,Sci-fi,Oceania,On-Time,Basic,No,10,42,2254,Yes,2
1514,8,4,4.36,9,Smart TV,Action,South America,On-Time,Premium,Yes,8,58,9683,Yes,2
1515,15,5,5.51,4,Tablet,Romance,Asia,On-Time,Standard,Yes,0,70,4545,Yes,3
